Wn,Wp,Vout,Vin
1.45,3,0.8992641,0.8410000000000006
1.45,3.2,0.9001479,0.8500000000000006
1.45,3.9,0.9007577,0.8780000000000007
1.45,4.3,0.8992591,0.8920000000000007
1.45,4.55,0.9006314,0.9000000000000007
1.45,4.95,0.9009004,0.9120000000000007
1.5,1.3,0.9003255,0.7300000000000005
1.5,1.95,0.8993721,0.7790000000000006
1.5,2.45,0.8996735,0.8090000000000006
1.5,2.6,0.9006235,0.8170000000000006
1.5,2.9,0.9006353,0.8320000000000006
1.5,3.05,0.900786,0.8390000000000006
1.5,3.8,0.9004762,0.8700000000000007
1.5,4.25,0.8992398,0.8860000000000007
1.55,1.55,0.8995138,0.7470000000000006
1.55,2.45,0.9006209,0.8050000000000006
1.55,2.6,0.9007244,0.8130000000000006
1.55,2.9,0.8993532,0.8280000000000006
1.55,3.35,0.9009779,0.8480000000000006
1.55,3.75,0.8992975,0.8640000000000007
1.6,1.65,0.9003752,0.7510000000000006
1.6,1.85,0.9000379,0.7650000000000006
1.6,2.1,0.9006014,0.7810000000000006
1.6,2.2,0.9009018,0.7870000000000006
1.6,2.25,0.8995515,0.7900000000000006
1.6,2.9,0.900674,0.8240000000000006
1.6,3.05,0.8997043,0.8310000000000006
1.6,3.35,0.9008268,0.8440000000000006
1.6,3.7,0.9003714,0.8580000000000007
1.6,4.2,0.8999968,0.8760000000000007
1.6,4.35,0.8999485,0.8810000000000007
1.6,4.6,0.8992778,0.8890000000000007
1.6,4.7,0.9006881,0.8920000000000007
1.6,4.8,0.900767,0.8950000000000007
1.6,4.9,0.8995464,0.8980000000000007
1.65,1,0.9009143,0.6930000000000005
1.65,1.6,0.900795,0.7440000000000005
1.65,2.35,0.9006251,0.7920000000000006
1.65,2.65,0.9000043,0.8080000000000006
1.65,2.75,0.9000115,0.8130000000000006
1.65,3.75,0.8997586,0.8560000000000006
1.65,4.2,0.9008681,0.8720000000000007
1.65,4.35,0.9007046,0.8770000000000007
1.65,4.6,0.8999149,0.8850000000000007
1.65,4.9,0.9001387,0.8940000000000007
1.7,1.7,0.9002805,0.7480000000000006
1.7,2.05,0.899626,0.7710000000000006
1.7,2.1,0.9005148,0.7740000000000006
1.7,2.15,0.9003807,0.7770000000000006
1.7,2.2,0.8992561,0.7800000000000006
1.7,2.45,0.8991367,0.7940000000000006
1.7,3.2,0.900826,0.8300000000000006
1.7,3.8,0.9008143,0.8540000000000006
1.7,4.05,0.9008528,0.8630000000000007
1.7,4.5,0.9001349,0.8780000000000007
1.7,5,0.9005102,0.8930000000000007
1.75,1.85,0.9002964,0.7550000000000006
1.75,2.9,0.8993444,0.8130000000000006
1.75,3.9,0.8997768,0.8540000000000006
1.75,4.1,0.9009982,0.8610000000000007
1.75,4.75,0.8990132,0.8820000000000007
1.8,1.15,0.9004189,0.6990000000000005
1.8,2.3,0.8998678,0.7790000000000006
1.8,3.25,0.9002864,0.8250000000000006
1.8,3.7,0.8999349,0.8430000000000006
1.8,4.45,0.9003916,0.8690000000000007
1.85,1.1,0.9004143,0.6920000000000005
1.85,1.25,0.8999338,0.7050000000000005
1.85,2.25,0.9001245,0.7730000000000006
1.85,2.75,0.9009176,0.7990000000000006
1.85,4.25,0.8992125,0.8590000000000007
1.85,5,0.9006316,0.8820000000000007
1.9,1.15,0.8995535,0.6940000000000005
1.9,1.85,0.8996109,0.7460000000000006
1.9,3.15,0.8999855,0.8140000000000006
1.9,3.75,0.8994709,0.8380000000000006
1.9,4,0.8997968,0.8470000000000006
1.9,4.45,0.9001843,0.8620000000000007
1.95,1.25,0.8993232,0.7000000000000005
1.95,1.3,0.9001848,0.7040000000000005
1.95,1.35,0.8991781,0.7080000000000005
1.95,2.8,0.9009557,0.7950000000000006
1.95,2.95,0.8994369,0.8020000000000006
1.95,3.25,0.9001424,0.8150000000000006
1.95,3.6,0.9002398,0.8290000000000006
1.95,4.4,0.9008761,0.8570000000000007
2,1.75,0.8994261,0.7340000000000005
2,2.25,0.9006395,0.7640000000000006
2,2.8,0.8997465,0.7920000000000006
2,3.35,0.8992746,0.8160000000000006
2,3.4,0.8996016,0.8180000000000006
2,3.45,0.8994466,0.8200000000000006
2,4.6,0.9006457,0.8600000000000007
2,4.9,0.8995746,0.8690000000000007
2.05,1.15,0.8999739,0.6870000000000005
2.05,2.8,0.9001815,0.7890000000000006
2.05,4.05,0.8992434,0.8390000000000006
2.05,4.2,0.9007546,0.8440000000000006
2.05,4.35,0.8990956,0.8490000000000006
2.1,1.2,0.8990289,0.6890000000000005
2.1,1.25,0.8998069,0.6930000000000005
2.1,1.8,0.9005125,0.7320000000000005
2.1,2.45,0.9009126,0.7690000000000006
2.1,2.65,0.9001232,0.7790000000000006
2.1,4.45,0.9004367,0.8490000000000006
2.1,4.95,0.9007413,0.8640000000000007
2.15,1.55,0.9002399,0.7130000000000005
2.15,2.75,0.8993952,0.7810000000000006
2.15,4.45,0.8994021,0.8460000000000006
2.15,4.95,0.8991191,0.8610000000000007
2.2,1.75,0.8992841,0.7240000000000005
2.2,2.1,0.8990366,0.7450000000000006
2.2,3.2,0.8997703,0.7980000000000006
2.2,3.25,0.9009093,0.8000000000000006
2.2,3.45,0.9006808,0.8080000000000006
2.2,3.5,0.8994739,0.8100000000000006
2.2,4.45,0.8998033,0.8430000000000006
2.25,1.5,0.9005766,0.7050000000000005
2.25,2.2,0.9000589,0.7480000000000006
2.25,2.35,0.8993987,0.7560000000000006
2.25,2.55,0.9009668,0.7660000000000006
2.25,3.6,0.8992407,0.8110000000000006
2.25,4.05,0.9005667,0.8270000000000006
2.25,4.2,0.9009625,0.8320000000000006
2.25,4.95,0.9000969,0.8550000000000006
2.3,1,0.900083,0.6640000000000005
2.3,1.65,0.8992973,0.7130000000000005
2.3,2.4,0.9008404,0.7560000000000006
2.3,2.75,0.8995383,0.7730000000000006
2.3,2.95,0.8990427,0.7820000000000006
2.35,1.7,0.9002692,0.7140000000000005
2.35,2.55,0.9004866,0.7610000000000006
2.35,2.85,0.8993927,0.7750000000000006
2.35,3.3,0.899132,0.7940000000000006
2.35,3.75,0.9002455,0.8110000000000006
2.35,4.5,0.9001032,0.8360000000000006
2.35,4.8,0.9000497,0.8450000000000006
2.4,1.75,0.9003216,0.7150000000000005
2.4,1.95,0.8998003,0.7270000000000005
2.4,2.6,0.8999512,0.7610000000000006
2.4,2.75,0.8995553,0.7680000000000006
2.4,3,0.9002615,0.7790000000000006
2.4,3.55,0.9005506,0.8010000000000006
2.4,4.3,0.9000821,0.8270000000000006
2.4,5,0.8994005,0.8480000000000006
2.45,1.05,0.8998362,0.6630000000000005
2.45,1.8,0.8995142,0.7160000000000005
2.45,1.85,0.8994897,0.7190000000000005
2.45,2.65,0.8994347,0.7610000000000006
2.45,2.85,0.9008992,0.7700000000000006
2.45,3.7,0.8996634,0.8040000000000006
2.45,4.85,0.9003518,0.8410000000000006
2.5,1.4,0.8994215,0.6880000000000005
2.5,2.25,0.9005877,0.7390000000000005
2.5,2.95,0.9002818,0.7720000000000006
2.5,3.55,0.8994054,0.7960000000000006
2.5,3.8,0.9004841,0.8050000000000006
2.5,4.5,0.9002521,0.8280000000000006
2.5,4.6,0.900911,0.8310000000000006
2.5,4.7,0.9004511,0.8340000000000006
2.55,1.3,0.9001927,0.6790000000000005
2.55,1.5,0.899239,0.6930000000000005
2.55,2.35,0.8990726,0.7420000000000005
2.55,2.6,0.9009827,0.7540000000000006
2.55,3.1,0.8991887,0.7760000000000006
2.55,3.15,0.9000514,0.7780000000000006
2.55,3.2,0.9004403,0.7800000000000006
2.55,3.25,0.900366,0.7820000000000006
2.55,3.3,0.8998384,0.7840000000000006
2.55,3.7,0.8999236,0.7990000000000006
2.55,3.9,0.9004331,0.8060000000000006
2.55,4.2,0.9006074,0.8160000000000006
2.55,4.55,0.8996318,0.8270000000000006
2.55,4.65,0.8995711,0.8300000000000006
2.55,5,0.9009027,0.8400000000000006
2.6,1.05,0.9008489,0.6580000000000005
2.6,1.15,0.9004199,0.6660000000000005
2.6,1.75,0.899035,0.7070000000000005
2.6,3.6,0.899434,0.7930000000000006
2.6,4,0.8995634,0.8070000000000006
2.6,4.5,0.8992868,0.8230000000000006
2.6,4.6,0.8996225,0.8260000000000006
2.65,1.45,0.8999975,0.6860000000000005
2.65,1.7,0.9005811,0.7020000000000005
2.65,1.8,0.9006324,0.7080000000000005
2.65,1.85,0.8990899,0.7110000000000005
2.65,2.5,0.8999695,0.7450000000000006
2.65,2.65,0.8996535,0.7520000000000006
2.65,2.9,0.9005359,0.7630000000000006
2.65,3.75,0.8999243,0.7960000000000006
2.65,4.45,0.8998418,0.8190000000000006
2.65,4.55,0.9005708,0.8220000000000006
2.65,4.65,0.9001966,0.8250000000000006
2.65,5,0.9005634,0.8350000000000006
2.7,1.6,0.9002215,0.6940000000000005
2.7,2.95,0.8993819,0.7630000000000006
2.7,3.35,0.900335,0.7790000000000006
2.7,4.3,0.8990011,0.8120000000000006
2.7,4.8,0.8992126,0.8270000000000006
2.75,1.2,0.9005067,0.6650000000000005
2.75,2.1,0.8992763,0.7210000000000005
2.75,2.7,0.9006411,0.7500000000000006
2.75,3.05,0.8993551,0.7650000000000006
2.75,3.1,0.8999672,0.7670000000000006
2.75,3.15,0.900113,0.7690000000000006
2.75,3.2,0.8998032,0.7710000000000006
2.75,3.25,0.8990478,0.7730000000000006
2.75,4.25,0.9008653,0.8080000000000006
2.75,4.85,0.900225,0.8260000000000006
2.8,1.05,0.8994915,0.6520000000000005
2.8,1.95,0.9003885,0.7110000000000005
2.8,2.7,0.8998757,0.7480000000000006
2.8,3.95,0.9003819,0.7960000000000006
2.8,4.1,0.8992913,0.8010000000000006
2.8,4.45,0.8991728,0.8120000000000006
2.8,4.55,0.899386,0.8150000000000006
2.85,1.2,0.8996668,0.6620000000000005
2.85,1.4,0.9001021,0.6760000000000005
2.85,1.7,0.8990272,0.6950000000000005
2.85,2.7,0.899972,0.7460000000000006
2.85,3.75,0.9002979,0.7870000000000006
2.85,4.2,0.8990574,0.8020000000000006
2.85,4.8,0.8996043,0.8200000000000006
2.9,1.1,0.9007368,0.6530000000000005
2.9,1.5,0.8994884,0.6810000000000005
2.9,2.15,0.9003212,0.7180000000000005
2.9,2.5,0.9006121,0.7350000000000005
2.9,2.7,0.900902,0.7440000000000005
2.9,3.5,0.9001634,0.7760000000000006
2.9,3.9,0.8998525,0.7900000000000006
2.9,4.05,0.8990443,0.7950000000000006
2.9,4.4,0.8995901,0.8060000000000006
2.9,4.5,0.899995,0.8090000000000006
2.9,4.6,0.8993289,0.8120000000000006
2.95,1.9,0.9005369,0.7030000000000005
2.95,3.5,0.8990775,0.7740000000000006
2.95,4.15,0.9007878,0.7960000000000006
2.95,4.85,0.8991024,0.8170000000000006
3,1.15,0.9004806,0.6540000000000005
3,1.55,0.9002886,0.6810000000000005
3,1.7,0.900961,0.6900000000000005
3,2.1,0.8990918,0.7120000000000005
3,2.2,0.9002248,0.7170000000000005
3,2.45,0.9006159,0.7290000000000005
3,3.7,0.900369,0.7790000000000006
3,4.75,0.8994709,0.8120000000000006
3.05,1.4,0.8995918,0.6700000000000005
3.05,1.85,0.8998101,0.6970000000000005
3.05,2.6,0.9008761,0.7340000000000005
3.05,3.5,0.8992715,0.7700000000000006
3.05,3.7,0.9003094,0.7770000000000006
3.05,4.25,0.9004126,0.7950000000000006
3.05,4.65,0.8999541,0.8070000000000006
3.1,1.55,0.9003825,0.6780000000000005
3.1,1.65,0.9005483,0.6840000000000005
3.1,2.55,0.9008924,0.7300000000000005
3.1,2.85,0.8994143,0.7430000000000005
3.1,2.9,0.9006504,0.7450000000000006
3.1,3.1,0.9008754,0.7530000000000006
3.1,3.15,0.89981,0.7550000000000006
3.1,3.5,0.9005026,0.7680000000000006
3.1,3.7,0.9009998,0.7750000000000006
3.1,4.25,0.8998528,0.7930000000000006
3.1,4.55,0.9005241,0.8020000000000006
3.1,4.9,0.8996004,0.8120000000000006
3.15,1.15,0.9008679,0.6500000000000005
3.15,2.1,0.8998546,0.7070000000000005
3.15,2.2,0.8993739,0.7120000000000005
3.15,2.75,0.8999407,0.7370000000000005
3.15,3.25,0.8991094,0.7570000000000006
3.15,4.25,0.9000241,0.7910000000000006
3.15,4.55,0.9001376,0.8000000000000006
3.2,1.45,0.8993557,0.6690000000000005
3.2,1.7,0.8994903,0.6840000000000005
3.2,1.9,0.9008177,0.6950000000000005
3.2,2.65,0.8998764,0.7310000000000005
3.2,3.3,0.899879,0.7570000000000006
3.2,3.55,0.9005969,0.7660000000000006
3.2,4.25,0.9009042,0.7890000000000006
3.2,4.55,0.9004611,0.7980000000000006
3.25,2.55,0.8991225,0.7250000000000005
3.25,3.35,0.9006258,0.7570000000000006
3.25,3.9,0.9009149,0.7760000000000006
3.25,4.15,0.9006654,0.7840000000000006
3.25,4.65,0.899109,0.7990000000000006
3.3,1.05,0.8992332,0.6390000000000005
3.3,2.3,0.8996384,0.7120000000000005
3.3,2.8,0.8991632,0.7340000000000005
3.3,2.85,0.9001443,0.7360000000000005
3.3,2.9,0.9006433,0.7380000000000005
3.3,2.95,0.9006736,0.7400000000000005
3.3,3,0.9002473,0.7420000000000005
3.3,3.05,0.899376,0.7440000000000005
3.3,4.05,0.9003773,0.7790000000000006
3.3,4.65,0.9006218,0.7970000000000006
3.3,4.9,0.8999936,0.8040000000000006
3.35,1,0.9001228,0.6340000000000005
3.35,1.25,0.9005504,0.6520000000000005
3.35,1.45,0.8993528,0.6650000000000005
3.35,1.5,0.9007776,0.6680000000000005
3.35,1.55,0.9009352,0.6710000000000005
3.35,1.6,0.8998969,0.6740000000000005
3.35,1.85,0.899354,0.6880000000000005
3.35,2.4,0.9008595,0.7150000000000005
3.35,2.65,0.9007387,0.7260000000000005
3.35,3.2,0.8997392,0.7480000000000006
3.35,3.95,0.9000062,0.7740000000000006
3.35,4.75,0.8991318,0.7980000000000006
3.4,2.5,0.8993278,0.7180000000000005
3.4,3.3,0.8997865,0.7500000000000006
3.4,3.7,0.9000558,0.7640000000000006
3.4,3.85,0.8995172,0.7690000000000006
3.4,4.1,0.8990868,0.7770000000000006
3.4,4.2,0.9008362,0.7800000000000006
3.4,4.5,0.899705,0.7890000000000006
3.45,1.7,0.9008087,0.6770000000000005
3.45,2.4,0.8998868,0.7120000000000005
3.45,2.7,0.8996338,0.7250000000000005
3.45,3,0.9009249,0.7370000000000005
3.45,3.05,0.8995488,0.7390000000000005
3.45,4,0.9008607,0.7720000000000006
3.45,4.6,0.9008042,0.7900000000000006
3.45,4.85,0.9001281,0.7970000000000006
3.45,5,0.9009905,0.8010000000000006
3.5,1.35,0.8992046,0.6550000000000005
3.5,1.95,0.900492,0.6890000000000005
3.5,2.05,0.9009765,0.6940000000000005
3.5,2.3,0.8994405,0.7060000000000005
3.5,3.2,0.9002706,0.7430000000000005
3.5,3.45,0.9004078,0.7520000000000006
3.5,4.15,0.8995408,0.7750000000000006
3.5,4.25,0.9003414,0.7780000000000006
3.5,4.35,0.9000893,0.7810000000000006
3.55,1.1,0.8997736,0.6370000000000005
3.55,1.45,0.899625,0.6600000000000005
3.55,1.5,0.8997341,0.6630000000000005
3.55,2.75,0.8995314,0.7240000000000005
3.55,2.8,0.9000896,0.7260000000000005
3.55,2.85,0.9001703,0.7280000000000005
3.55,2.9,0.899787,0.7300000000000005
3.55,3.95,0.9005643,0.7670000000000006
3.55,4.8,0.9009681,0.7920000000000006
3.6,2.5,0.9001206,0.7120000000000005
3.6,3.15,0.8999657,0.7380000000000005
3.6,3.4,0.9005406,0.7470000000000006
3.6,4.1,0.9006944,0.7700000000000006
3.6,4.4,0.9003679,0.7790000000000006
3.6,4.9,0.9000975,0.7930000000000006
3.65,1.95,0.9008481,0.6850000000000005
3.65,2.05,0.8998378,0.6900000000000005
3.65,2.35,0.8999919,0.7040000000000005
3.65,2.7,0.8994724,0.7190000000000005
3.65,2.75,0.9001606,0.7210000000000005
3.65,2.8,0.9003641,0.7230000000000005
3.65,2.85,0.900097,0.7250000000000005
3.65,2.9,0.8993723,0.7270000000000005
3.65,3.65,0.8999567,0.7540000000000006
3.65,4.6,0.9009411,0.7830000000000006
3.7,1.25,0.8996289,0.6440000000000005
3.7,1.65,0.8995928,0.6680000000000005
3.7,2.45,0.9005356,0.7070000000000005
3.7,3.15,0.8990062,0.7350000000000005
3.7,4.55,0.8992701,0.7800000000000006
3.75,1.6,0.9003369,0.6640000000000005
3.75,1.9,0.8998314,0.6800000000000005
3.75,2,0.8994407,0.6850000000000005
3.75,2.6,0.9003409,0.7120000000000005
3.75,2.95,0.8995082,0.7260000000000005
3.75,4.4,0.9007238,0.7740000000000006
3.8,1.55,0.9009676,0.6600000000000005
3.8,1.75,0.9004693,0.6710000000000005
3.8,2.35,0.8992004,0.7000000000000005
3.8,3.15,0.9000643,0.7320000000000005
3.8,3.55,0.9001451,0.7460000000000006
3.8,3.7,0.8995399,0.7510000000000006
3.8,3.95,0.8990362,0.7590000000000006
3.8,4.05,0.9007781,0.7620000000000006
3.8,4.35,0.899662,0.7710000000000006
3.85,1.3,0.9002864,0.6440000000000005
3.85,1.85,0.9007343,0.6750000000000005
3.85,2.45,0.8999514,0.7030000000000005
3.85,3,0.9005184,0.7250000000000005
3.85,4,0.8991881,0.7590000000000006
3.85,4.1,0.9001796,0.7620000000000006
3.85,4.2,0.9001154,0.7650000000000006
3.85,4.3,0.8990327,0.7680000000000006
3.85,4.8,0.8991239,0.7820000000000006
3.9,1.3,0.8996378,0.6430000000000005
3.9,1.5,0.899604,0.6550000000000005
3.9,2.6,0.8994474,0.7080000000000005
3.9,2.65,0.9002473,0.7100000000000005
3.9,2.7,0.9005486,0.7120000000000005
3.9,2.75,0.9003667,0.7140000000000005
3.9,2.8,0.899716,0.7160000000000005
3.9,3.2,0.8990566,0.7310000000000005
3.9,3.4,0.8993869,0.7380000000000005
3.9,3.55,0.9009605,0.7430000000000005
3.9,3.7,0.8996302,0.7480000000000006
3.9,4.05,0.8993362,0.7590000000000006
3.9,4.15,0.899595,0.7620000000000006
3.9,4.75,0.900346,0.7790000000000006
3.9,4.9,0.9004409,0.7830000000000006
3.95,1.3,0.8993533,0.6420000000000005
3.95,1.45,0.9004569,0.6510000000000005
3.95,4.1,0.8994805,0.7590000000000006
3.95,4.2,0.899024,0.7620000000000006
3.95,4.55,0.8995685,0.7720000000000006
4,1.3,0.8994239,0.6410000000000005
4,1.35,0.9009164,0.6440000000000005
4,1.4,0.9009658,0.6470000000000005
4,1.45,0.8996649,0.6500000000000005
4,1.8,0.900859,0.6690000000000005
4,2.15,0.8993226,0.6860000000000005
4,2.4,0.9008038,0.6970000000000005
4,4.05,0.8997601,0.7560000000000006
4,4.15,0.8996211,0.7590000000000006
4.05,1,0.9000699,0.6200000000000004
4.05,1.1,0.9003882,0.6270000000000004
4.05,1.3,0.8998411,0.6400000000000005
4.05,1.4,0.9008089,0.6460000000000005
4.05,1.45,0.8992288,0.6490000000000005
4.05,2.5,0.9004179,0.7000000000000005
4.05,2.8,0.9007449,0.7120000000000005
4.05,2.85,0.8991532,0.7140000000000005
4.05,3.15,0.9009032,0.7250000000000005
4.05,3.9,0.8991737,0.7500000000000006
4.05,4,0.9004223,0.7530000000000006
4.05,4.1,0.900604,0.7560000000000006
4.05,4.2,0.8997583,0.7590000000000006
4.05,4.55,0.8990506,0.7690000000000006
4.05,4.7,0.900979,0.7730000000000006
4.05,5,0.8992133,0.7810000000000006
4.1,1.3,0.9005965,0.6390000000000005
4.1,1.4,0.9009965,0.6450000000000005
4.1,1.45,0.8991401,0.6480000000000005
4.1,2.05,0.9003223,0.6790000000000005
4.1,3.3,0.8996211,0.7290000000000005
4.1,3.6,0.9008111,0.7390000000000005
4.1,3.85,0.8998697,0.7470000000000006
4.1,4.25,0.8998922,0.7590000000000006
4.15,1.25,0.8995187,0.6350000000000005
4.15,1.45,0.8993907,0.6470000000000005
4.15,1.65,0.9003104,0.6580000000000005
4.15,3,0.9000537,0.7170000000000005
4.15,3.55,0.9009492,0.7360000000000005
4.15,3.8,0.9009216,0.7440000000000005
4.15,4.3,0.9000227,0.7590000000000006
4.15,4.55,0.9002816,0.7660000000000006
4.15,5,0.8990614,0.7780000000000006
4.2,1.45,0.8999727,0.6460000000000005
4.2,1.65,0.899885,0.6570000000000005
4.2,2.3,0.8995988,0.6880000000000005
4.2,2.9,0.9009305,0.7120000000000005
4.2,4.35,0.9001502,0.7590000000000006
4.2,4.75,0.8994293,0.7700000000000006
4.25,1.2,0.8999884,0.6300000000000004
4.25,1.45,0.9008781,0.6450000000000005
4.25,1.65,0.8997933,0.6560000000000005
4.25,1.95,0.9001845,0.6710000000000005
4.25,2.1,0.8998686,0.6780000000000005
4.25,2.35,0.8996696,0.6890000000000005
4.25,3.6,0.9002479,0.7350000000000005
4.25,4.4,0.9002746,0.7590000000000006
4.25,5,0.9005855,0.7750000000000006
4.3,1.65,0.9000276,0.6550000000000005
4.3,1.95,0.8990996,0.6700000000000005
4.3,2.4,0.89916,0.6900000000000005
4.3,2.45,0.9006834,0.6920000000000005
4.3,2.7,0.9004908,0.7020000000000005
4.3,2.75,0.8990077,0.7040000000000005
4.3,3.8,0.9002224,0.7400000000000005
4.3,4.1,0.9009513,0.7490000000000006
4.3,4.2,0.899152,0.7520000000000006
4.3,4.45,0.9003961,0.7590000000000006
4.3,4.9,0.9007822,0.7710000000000006
4.35,1.5,0.8992022,0.6460000000000005
4.35,1.65,0.9005806,0.6540000000000005
4.35,2.55,0.899205,0.6950000000000005
4.35,3.65,0.9003363,0.7340000000000005
4.35,4.25,0.9008497,0.7520000000000006
4.35,4.5,0.9005148,0.7590000000000006
4.35,4.8,0.9008871,0.7670000000000006
4.4,1.5,0.9007801,0.6450000000000005
4.4,2.15,0.9006721,0.6770000000000005
4.4,3.35,0.899946,0.7230000000000005
4.4,3.95,0.8993069,0.7420000000000005
4.4,4.55,0.9006307,0.7590000000000006
4.4,4.7,0.900881,0.7630000000000006
4.4,4.85,0.8993105,0.7670000000000006
4.45,2.15,0.8997955,0.6760000000000005
4.45,3.15,0.899547,0.7150000000000005
4.45,4.2,0.8995362,0.7480000000000006
4.45,4.45,0.8994726,0.7550000000000006
4.45,4.6,0.900744,0.7590000000000006
4.45,4.75,0.9001463,0.7630000000000006
4.5,1.05,0.8993377,0.6160000000000004
4.5,2.15,0.8992343,0.6750000000000005
4.5,4.5,0.9004548,0.7550000000000006
4.5,4.65,0.9008546,0.7590000000000006
4.5,4.8,0.8994265,0.7630000000000006
4.55,1.25,0.8994043,0.6280000000000004
4.55,1.3,0.8994442,0.6310000000000004
4.55,1.55,0.9006999,0.6450000000000005
4.55,2.85,0.8993927,0.7020000000000005
4.55,3.4,0.9007903,0.7210000000000005
4.55,3.65,0.9007793,0.7290000000000005
4.55,4.15,0.8997836,0.7440000000000005
4.55,4.4,0.899991,0.7510000000000006
4.55,4.7,0.9009628,0.7590000000000006
4.6,1,0.9001554,0.6110000000000004
4.6,1.95,0.8992861,0.6640000000000005
4.6,2.15,0.8990321,0.6730000000000005
4.6,2.8,0.9005111,0.6990000000000005
4.6,3.05,0.9005795,0.7080000000000005
4.6,3.85,0.8991162,0.7340000000000005
4.6,4.3,0.8993287,0.7470000000000006
4.65,1.7,0.9000763,0.6510000000000005
4.65,1.95,0.9003702,0.6630000000000005
4.65,2.15,0.8993784,0.6720000000000005
4.7,1.45,0.9006557,0.6370000000000005
4.7,1.6,0.9006348,0.6450000000000005
4.7,1.8,0.9004537,0.6550000000000005
4.7,2.15,0.9000146,0.6710000000000005
4.7,2.75,0.9005678,0.6950000000000005
4.7,3.2,0.8990394,0.7110000000000005
4.7,3.7,0.9004874,0.7270000000000005
4.7,3.9,0.9009502,0.7330000000000005
4.7,4,0.899621,0.7360000000000005
4.75,2.15,0.9009346,0.6700000000000005
4.75,2.75,0.8996287,0.6940000000000005
4.75,3,0.8997114,0.7030000000000005
4.75,3.45,0.9009864,0.7180000000000005
4.75,4.4,0.9002309,0.7460000000000006
4.75,4.55,0.9006937,0.7500000000000006
4.75,4.7,0.8993207,0.7540000000000006
4.8,1.2,0.8992805,0.6210000000000004
4.8,1.25,0.8996972,0.6240000000000004
4.8,4.75,0.9004502,0.7540000000000006
4.85,1.1,0.8991476,0.6140000000000004
4.85,1.35,0.9005883,0.6290000000000004
4.85,1.65,0.9005831,0.6450000000000005
4.85,1.75,0.8992535,0.6500000000000005
4.85,2.1,0.9003172,0.6660000000000005
4.85,3.15,0.9002101,0.7060000000000005
4.85,3.3,0.8998634,0.7110000000000005
