Wn	Wp	Vout	Vin
4.55	3.4	9.007903e-01	7.210000e-01
4.55	3.65	9.007793e-01	7.290000e-01
4.55	4.15	8.997836e-01	7.440000e-01
4.55	4.4	8.999910e-01	7.510000e-01
4.55	4.7	9.009628e-01	7.590000e-01
4.6	1	9.001554e-01	6.110000e-01
4.6	1.95	8.992861e-01	6.640000e-01
4.6	2.15	8.990321e-01	6.730000e-01
4.6	2.8	9.005111e-01	6.990000e-01
4.6	3.05	9.005795e-01	7.080000e-01
4.6	3.85	8.991162e-01	7.340000e-01
4.6	4.3	8.993287e-01	7.470000e-01
4.65	1.7	9.000763e-01	6.510000e-01
4.65	1.95	9.003702e-01	6.630000e-01
4.65	2.15	8.993784e-01	6.720000e-01
4.7	1.45	9.006557e-01	6.370000e-01
4.7	1.6	9.006348e-01	6.450000e-01
4.7	1.8	9.004537e-01	6.550000e-01
4.7	2.15	9.000146e-01	6.710000e-01
4.7	2.75	9.005678e-01	6.950000e-01
4.7	3.2	8.990394e-01	7.110000e-01
4.7	3.7	9.004874e-01	7.270000e-01
4.7	3.9	9.009502e-01	7.330000e-01
4.7	4	8.996210e-01	7.360000e-01
4.75	2.15	9.009346e-01	6.700000e-01
4.75	2.75	8.996287e-01	6.940000e-01
4.75	3	8.997114e-01	7.030000e-01
4.75	3.45	9.009864e-01	7.180000e-01
4.75	4.4	9.002309e-01	7.460000e-01
4.75	4.55	9.006937e-01	7.500000e-01
4.75	4.7	8.993207e-01	7.540000e-01
4.8	1.2	8.992805e-01	6.210000e-01
4.8	1.25	8.996972e-01	6.240000e-01
4.8	4.75	9.004502e-01	7.540000e-01
4.85	1.1	8.991476e-01	6.140000e-01
4.85	1.35	9.005883e-01	6.290000e-01
4.85	1.65	9.005831e-01	6.450000e-01
4.85	1.75	8.992535e-01	6.500000e-01
4.85	2.1	9.003172e-01	6.660000e-01
4.85	3.15	9.002101e-01	7.060000e-01
4.85	3.3	8.998634e-01	7.110000e-01
4.85	3.55	8.996080e-01	7.190000e-01
4.85	3.95	9.003979e-01	7.310000e-01
4.85	4.45	8.991776e-01	7.450000e-01
4.9	1.05	8.998926e-01	6.100000e-01
4.9	3.15	8.991229e-01	7.050000e-01
4.9	3.65	8.992807e-01	7.210000e-01
4.9	3.75	8.997983e-01	7.240000e-01
4.9	3.85	8.992459e-01	7.270000e-01
4.9	4.2	8.994678e-01	7.370000e-01
4.9	4.65	9.006938e-01	7.490000e-01
4.95	1	8.992116e-01	6.060000e-01
4.95	1.45	8.999697e-01	6.330000e-01
4.95	1.85	9.002221e-01	6.530000e-01
4.95	2.05	9.007577e-01	6.620000e-01
4.95	4.1	9.007501e-01	7.330000e-01
5	1.2	9.001728e-01	6.180000e-01
5	1.25	8.996661e-01	6.210000e-01
5	1.7	9.005430e-01	6.450000e-01
5	2	8.991774e-01	6.590000e-01
5	2.75	8.991873e-01	6.890000e-01
5	3.4	9.006412e-01	7.110000e-01
5	4.7	8.994510e-01	7.480000e-01
5	4.9	9.000911e-01	7.530000e-01
